Markel Olano, Flickr;Accipitriformes;Accipitridae;Gyps;Gyps fulvus;gyps_fulvus;Vautour fauve;Hablizl, 1783;Autochtone;LC;LC;charognard;non;moyenne montagne, Pyrénées, Alpes, Gramds Causses;oui;non;non;95-105 cm;230-270 cm;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus albicilla;haliaeetus_albicilla;Pygargue à queue blanche;Linnaeus, 1758;Disparu;LC;EX;piscivore,petits mammifères, oiseaux d'eau;oui;Champagne, Camargue, Landes, autour des plans d'eau;non;oui;non;70-90 cm;190-250 cm;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Accipitridae;Hieraaetus;Hieraaetus pennatus;hieraaetus_pennatus;Aigle botté;Gmelin, 1788;Autochtone;LC;VU;petits mammifères, oiseaux, reptiles, gros insectes;oui;divers milieux boisés entrecoupés de champs, large bande Sud-Ouest Nord-Est;non;non;oui;50-57 cm;115-135 cm;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Accipitridae;Milvus;Milvus migrans;milvus_migrans;Milan noir;Boddaert, 1783;Autochtone;LC;LC;poissons, petits mammifères, lézards;oui;campagnes et collines boisées, vallées et cultures;non;non;oui;55-60 cm;135-170 cm ;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Accipitridae;Milvus;Milvus milvus;milvus_milvus;Milan royal;Linnaeus, 1758;Autochtone;NT;VU;petits mammifères, amphibiens, insectes, charognard;oui;campagnes boisées avec grands arbres, zones de cultures, forêts vallonées clairsemées de champs et de pâtures;oui;oui;oui;60-66 cm;155-180 cm ;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Accipitridae;Neophron;Neophron percnopterus;neophron_percnopterus;Vautour percnoptère;Linnaeus, 1758;Autochtone;EN;EN;charognard, oisillons, insectes, ordures, excrêments;oui;pourtour méditerranéen, Pyrénées, région des Grands Causes, Alpes du Sud;non;non;oui;60-70 cm;155-170 cm;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Accipitridae;Pernis;Pernis apivorus;pernis_apivorus;Bondrée apivore;Linnaeus, 1758;Autochtone;LC;LC;guêpe,bourdons et leurs larves, miel, petits reptiles, mammifères;oui;forêts, campagnes clairsemées de bois, basse montagne bien exposé;non;non;oui;52-60 cm;125-145 cm;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Accipitridae
biodivlibrary;Accipitriformes;Pandionidae;Pandion;Pandion haliaetus;pandion_haliaetus;Balbuzard pêcheur;Linnaeus, 1758;Autochtone;LC;VU;piscivore;oui;étangs,lacs, courts d'eau, Corse, Centre;non;oui;oui;55-63 cm;145-170 cm;https://fr.wikipedia.org/wiki/Accipitriformes;https://fr.wikipedia.org/wiki/Pandionidae
biodivlibrary;Falconiformes;Falconidae;Falco;Falco columbarius;falco_columbarius;Faucon émerillon;Linnaeus, 1758;Autochtone;LC;DD;petits oiseaux, petits mammifères, insectes;oui;campagnes ouvertes, prés, marais côtiers, ;non;oui;non;25-30 cm;55-65 cm;https://fr.wikipedia.org/wiki/Falconiformes;https://fr.wikipedia.org/wiki/Falconidae
biodivlibrary;Falconiformes;Falconidae;Falco;Falco naumanni;falco_naumanni;Faucon crécerellette;Fleischer, 1818;Autochtone;LC;VU;insectes, petits oiseaux, petits mammifères, reptiles;oui;milieux rocailleux et escarpés, campagnes ouvertes à la végétation sèche, vieux bâtiments;non;non;oui;29-32 cm;60-70 cm;https://fr.wikipedia.org/wiki/Falconiformes;https://fr.wikipedia.org/wiki/Falconidae
